time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
1558432800,59,47,38.7,3.8,5.22,35,36,9.2,0.1573
1558436400,59.5,46,38.7,3.76,5.19,40,40,9.4,0.1416
1558440000,60,44,38,3.55,4.83,40,40,9.4,0.1295
1558443600,60.3,42,36.9,3.61,5.03,42,41,9,0.121
1558447200,60.1,40,35.7,3.69,5.11,41,40,9.5,0.1125
1558450800,59.4,39,34.5,3.61,4.95,44,43,8.9,0.104
1558454400,58,40,34,3.96,5.52,47,48,8.8,0.0955
1558458000,56.2,44,34.5,3.56,5.26,38,39,8.9,0.0871
1558461600,53.5,54,37.1,2.4,4.03,45,46,7.5,0.1228
1558465200,50.8,63,38.4,1.8,4.04,34,42,4.7,0.2028
1558468800,48.9,62,36.5,2.68,6.26,63,65,5.2,0.2828
1558472400,46.4,66,35.5,2.72,6.24,73,74,4.8,0.3628
1558476000,46,64,34.6,3.3,7.24,76,79,6,0.4428
1558479600,45.9,66,35.3,3.1,7.01,90,92,6.2,0.5228
1558483200,44.5,76,37.5,3.13,7.16,97,102,5.9,0.6028
1558486800,45.5,75,37.9,3.71,7.85,85,97,6.8,0.6828
1558490400,46.8,69,37.1,3.91,8.23,103,111,8,0.7628
1558494000,47.4,75,40,3.98,8.27,115,125,7.7,0.8428
1558497600,48.6,77,41.6,3.88,8.14,125,133,7.7,0.9228
1558501200,49.5,73,41.1,4.05,8.11,123,129,8,0.9521
1558504800,50.8,68,40.7,4.98,9.53,112,117,8.5,0.9305
1558508400,52.9,64,41.1,5.38,9.53,108,117,10.4,0.909
1558512000,56.9,55,40.7,5.54,8.7,129,133,11.6,0.8875
1558515600,55.8,64,43.7,5.81,9.48,132,134,11.7,0.866
1558519200,55.2,71,45.8,4.46,8.03,132,141,11.4,0.8445
1558522800,52.8,77,45.8,6.58,11.39,133,137,13.4,0.8229
1558526400,57,64,44.8,5.56,8.94,142,144,13.2,0.783
1558530000,57.7,66,46.3,4.8,7.55,144,148,11.5,0.7245
1558533600,59.1,68,48.4,4.64,7.27,143,146,10.6,0.6661
1558537200,65,62,51.9,4.93,7.05,162,162,11.2,0.6077
1558540800,66.1,64,53.7,5.24,7.81,167,167,11.3,0.5492
1558544400,66.2,67,55,4,6.8,183,181,11.1,0.4908
1558548000,63.7,73,54.8,2.7,5.4,178,180,8.3,0.4496
1558551600,59.7,81,53.8,3.61,7.86,166,173,6.2,0.4257
1558555200,57.9,84,53.2,4.67,9.49,170,172,8.8,0.4018
1558558800,56.6,88,53.1,4.71,9.74,184,185,8.8,0.3778
1558562400,56.7,90,53.7,5.02,10.38,193,193,9.4,0.3539
1558566000,58.6,89,55.3,5.07,10.22,202,203,9.4,0.33
1558569600,60.9,89,57.7,4.44,9.23,203,203,9.5,0.3061
1558573200,60.8,93,58.6,4.61,9.14,210,210,8.5,0.2822
1558576800,61.2,94,59.4,4.11,8.36,198,201,8.5,0.2582
1558580400,61,93,59.1,4.12,8.06,231,226,7.7,0.2343
1558584000,60,95,58.4,3.94,8.05,204,212,7.7,0.2104
1558587600,61.2,93,59.1,4.39,8.81,210,208,8.7,0.252
1558591200,62.8,90,59.9,4.11,8.18,206,207,12,0.3592
1558594800,65.9,89,62.7,6.01,10.39,224,225,11.5,0.4664
1558598400,66.5,91,63.8,6.22,10.66,233,234,15.3,0.5736
1558602000,69.6,82,63.9,6.74,10.53,252,252,13.8,0.6808
1558605600,73,55,55.8,7.94,11.81,259,259,16.4,0.788
1558609200,73.3,49,53,8.53,12.61,260,259,17.7,0.8952
1558612800,72.5,50,52.6,8.75,12.99,259,260,18.6,0.9453
1558616400,72.4,42,47.9,8.31,12.4,268,269,18.3,0.9383
1558620000,72.6,40,46.5,7.51,11.22,267,267,17.4,0.9313
1558623600,72.1,40,46.7,8.83,13.32,283,283,18.4,0.9243
1558627200,70.8,41,45.6,8.04,12.5,281,282,18.1,0.9173
1558630800,67.6,49,47.5,6.76,11.06,299,300,16.9,0.9104
1558634400,65.3,57,49.7,5.1,8.56,305,307,13.6,0.8754
1558638000,62.8,58,47.6,4.74,8.66,305,306,10.2,0.8124
1558641600,60.3,62,47.3,3.45,7.22,300,301,9.6,0.7494
1558645200,57.5,69,47.3,2.86,6.89,295,298,6.8,0.6864
1558648800,56.4,72,47.3,3.36,7.56,293,296,6.2,0.6235
1558652400,55.2,75,47.5,3.14,6.99,301,304,6.5,0.5605
1558656000,53.6,81,47.7,2.95,6.64,294,301,5.7,0.4975
1558659600,52.5,84,47.9,3,6.69,296,302,5.6,0.4345
1558663200,51.2,89,48.1,2.75,6.04,303,309,5.5,0.3715
1558666800,50,93,48.1,2.8,6.1,325,325,4.9,0.3085
1558670400,49,95,47.6,2.2,5.06,321,330,4.9,0.2456
1558674000,49.9,94,48.1,2.2,4.21,309,332,4.1,0.2031
1558677600,53.5,83,48.3,2.82,4.11,337,342,5.1,0.1811
1558681200,55,80,48.9,2.28,2.98,308,310,6.1,0.1592
1558684800,56.2,77,49.2,2,2.58,323,324,6,0.1372
1558688400,57.3,74,49.2,1.64,2.02,308,303,5.7,0.1152
1558692000,60,68,49.3,0.82,0.92,346,347,5,0.0933
1558695600,62.4,61,48.8,1.92,2.33,39,43,5.5,0.0713
1558699200,58.3,73,49.7,1.61,2.12,83,82,5.9,0.0578
1558702800,59.6,73,51,1.62,2.06,112,113,5.1,0.0527
1558706400,58.5,77,51.3,2.66,3.54,110,106,6.7,0.0476
1558710000,55.6,80,49.6,2.73,3.85,114,115,6.9,0.0424
1558713600,53.7,82,48.5,2.4,3.42,107,111,6.6,0.0373
1558717200,53.7,83,48.6,1.93,2.77,111,116,5.7,0.0322
1558720800,52.8,86,48.7,2.15,3.41,112,122,5.2,0.0722
1558724400,51,91,48.4,1.64,3.41,142,148,4.4,0.1572
1558728000,50.4,93,48.3,2.44,4.75,145,158,4.5,0.2422
1558731600,49.3,95,48,2.48,5.46,140,152,4.8,0.3272
1558735200,50.1,93,48.1,2.64,5.76,151,160,4.6,0.4122
1558738800,51.9,88,48.6,3.5,7.2,149,155,6.4,0.4972
1558742400,53.1,89,50.1,3.94,7.7,150,155,7.6,0.5822
1558746000,53.7,93,51.8,3.8,7.73,153,159,9.3,0.6672
1558749600,54.6,91,52.1,4.65,9.1,161,165,9.5,0.7522
1558753200,54.9,89,51.8,4.73,9.24,174,174,10.1,0.8372
1558756800,55.9,89,52.8,4.6,9.01,181,183,9,0.9222
1558760400,56.9,90,54.1,4.6,9.04,182,186,8.7,0.9576
1558764000,58.6,93,56.7,4.71,9.17,192,194,9.3,0.9433
1558767600,60.9,93,58.8,4.65,8.95,199,200,10.8,0.9291
1558771200,67.2,85,62.5,4.12,7.34,209,209,8.9,0.9148
1558774800,74.9,73,65.7,5.09,7.42,225,224,10.7,0.9006
1558778400,75.2,75,66.8,7.58,11.07,239,237,16,0.8864
1558782000,76.3,71,66.3,6.59,10,240,239,15.3,0.8721
1558785600,75.7,72,66,7.24,10.86,250,248,15.6,0.8579
1558789200,76.8,62,62.7,6.45,9.83,257,258,14.4,0.8438
1558792800,73.7,68,62.7,5.07,8.51,248,250,13.2,0.8297
1558796400,71.5,80,65.1,5.2,8.59,240,242,11.5,0.8156
1558800000,73.7,75,65.4,5.73,8.46,241,241,12.9,0.8015
1558803600,73.5,74,64.7,5.19,8.27,242,243,11.9,0.7874
1558807200,72.9,64,59.9,5.82,10.15,251,253,10.5,0.7534
1558810800,69.8,67,58.5,5.22,10.06,250,251,11.2,0.6994
1558814400,67.9,71,58.2,5.15,10.1,246,249,10.1,0.6455
1558818000,66.4,75,58.4,5.05,9.86,243,247,10,0.5916
1558821600,65.6,75,57.3,4.88,9.88,244,249,9.7,0.5377
1558825200,65.9,71,56.2,5.22,10.14,253,257,10.1,0.4838
1558828800,65.3,72,55.9,4.84,9.67,263,263,10.2,0.4298
1558832400,63.5,76,55.9,4.41,8.67,283,287,9.4,0.3759
1558836000,60.3,84,55.5,2.6,5.57,337,339,8.5,0.322
1558839600,56.1,88,52.7,2.1,4.74,25,18,4.8,0.2681
1558843200,54.6,86,50.5,2.14,4.65,11,9,3.4,0.2141
1558846800,55.3,83,50.3,1.7,3.83,360,7,3.5,0.1743
1558850400,58.9,71,49.3,1.92,3.11,351,354,3.3,0.1485
1558854000,61.4,65,49.6,1.73,2.32,350,353,4.3,0.1228
1558857600,64.5,59,49.9,1.91,2.5,354,358,5.2,0.097
1558861200,66.8,55,50.3,1.72,2.11,324,329,5.2,0.0713
1558864800,68.3,53,50.6,1.57,1.93,333,339,5,0.0455
1558868400,68.6,53,50.7,1.5,1.84,4,13,4.9,0.0198
1558872000,68,54,50.7,1.86,2.42,36,38,5.5,0.0117
1558875600,65.3,61,51.4,3,4.06,53,52,7.3,0.0214
1558879200,65,61,51,3.02,4.13,34,32,7.8,0.0311
1558882800,64.6,62,51.3,2.7,3.58,39,36,7.4,0.0408
1558886400,64.8,62,51.7,2.98,3.92,40,38,7.1,0.0505
1558890000,61.4,58,46.3,3.22,4.64,36,37,7.7,0.0602
1558893600,61.4,63,48.6,2.19,3.42,47,38,7.1,0.0826
1558897200,56.4,73,48,1.64,3.89,38,26,4.2,0.1178
1558900800,53.7,77,46.6,1.5,4.12,37,29,2.7,0.153
1558904400,53,73,44.7,1.53,4.05,11,20,2.5,0.1882
1558908000,52.1,69,42.1,2.71,5.16,356,9,4.2,0.2234
1558911600,51.1,69,41.3,2.5,6.28,2,9,4.2,0.2586
1558915200,51.1,70,41.9,2.73,6.45,8,13,4.6,0.2938
1558918800,50.4,76,43.2,2.75,6.61,10,10,5,0.329
1558922400,49.2,83,44.1,2.55,6,11,11,4.8,0.3642
1558926000,47.8,88,44.3,2.67,6.09,13,14,4.6,0.3994
1558929600,46.8,90,43.9,2.35,5.35,348,8,4.6,0.4346
1558933200,48.3,86,44.3,2.32,4.69,353,11,4.3,0.4292
1558936800,52.5,77,45.6,2.21,3.61,355,3,4.5,0.3833
1558940400,56.7,72,47.6,1.53,2.2,349,360,5.3,0.3375
1558944000,61,66,49.5,1.14,1.6,345,356,4.6,0.2916
1558947600,63.6,63,50.7,1.75,2.37,24,28,5.4,0.2457
1558951200,64.5,62,51.3,2.62,3.41,40,40,7.1,0.1998
1558954800,63.5,61,49.6,3.24,4.33,56,56,8.5,0.1539
1558958400,64.4,57,48.8,2.86,3.85,65,65,8.5,0.1541
1558962000,63.8,57,48.4,3.1,4.18,69,69,7.9,0.2004
1558965600,64.3,56,48.3,3.71,5.1,63,62,9,0.2467
1558969200,61.8,60,47.6,4.58,6.44,58,57,10.1,0.293
1558972800,56.4,68,46.2,3.86,6.19,59,56,10.2,0.3393
1558976400,53,72,44.3,3.69,6.8,57,57,8.3,0.3856
1558980000,52,71,42.9,3.22,6.49,60,61,7.5,0.4062
1558983600,51.1,75,43.4,3.88,7.71,78,77,7.2,0.4011
1558987200,50,89,46.9,3.23,6.92,74,79,7.8,0.396
1558990800,51.1,90,48.4,4.32,8.72,85,86,8.1,0.3909
1558994400,51.6,91,49.1,4.81,9.43,94,95,8.9,0.3857
1558998000,51.5,92,49.3,3.03,6.55,82,97,9.3,0.3806
1559001600,51.4,94,49.8,3.26,5.5,63,89,6.1,0.3755
1559005200,51.9,93,50.1,3.45,7.03,107,114,7.9,0.3704
1559008800,51.9,93,50.1,3.07,6,71,89,6.7,0.3653
1559012400,50.9,94,49.3,3.77,7.18,79,81,7.3,0.3602
1559016000,50.5,96,49.5,3.07,5.87,71,81,7.1,0.3551
1559019600,50.8,96,49.6,2.42,4.59,66,79,5.5,0.3442
1559023200,52.9,93,51,2.1,3.22,25,26,4.6,0.3275
1559026800,55.4,87,51.7,1.57,2.15,27,22,5,0.3109
1559030400,57.5,84,52.8,0.64,0.99,309,315,4.3,0.2942
1559034000,62,76,54.2,1.9,2.42,273,277,4.9,0.2776
1559037600,64.5,71,54.7,3.51,4.75,273,278,8.3,0.2609
1559041200,65.2,69,54.7,4.07,5.52,298,302,9.2,0.2443
1559044800,62.4,72,53.2,4.26,5.86,321,323,9.7,0.2354
1559048400,62.5,70,52.5,4.02,5.52,325,328,9.6,0.2344
1559052000,62.5,69,52.3,3.81,5.13,337,339,9.3,0.2333
1559055600,62.1,69,51.9,4.02,5.41,341,344,9.1,0.2323
1559059200,60.6,71,51.2,4.15,5.75,345,347,9.7,0.2312
1559062800,57.9,76,50.4,3.57,4.97,342,345,9.4,0.2302
1559066400,51.9,84,47.4,2.75,4.03,350,353,7.9,0.225
1559070000,49.8,87,46.1,3,4.7,358,360,6.3,0.2155
1559073600,47.4,92,45.2,2.47,4.24,346,352,6.2,0.2061
1559077200,46.6,93,44.7,2.22,4.1,352,359,4.6,0.1966
1559080800,46.9,92,44.8,2.19,3.95,336,351,4.7,0.1872
1559084400,47.2,92,45.1,1.56,2.59,315,332,4.2,0.1778
1559088000,47.1,93,45.1,2.12,3.85,352,351,4.1,0.1683
1559091600,46.6,95,45.4,1.22,2.45,351,12,4.2,0.1589
1559095200,46.5,97,45.7,1.48,2.86,62,54,2.2,0.1494
1559098800,46.3,97,45.6,1,1.9,127,93,3.3,0.14
1559102400,46.5,99,46.3,1.49,2.72,42,54,3,0.1306
1559106000,47.7,96,46.7,1.32,1.81,261,276,3.1,0.1211
1559109600,50.2,93,48.2,0.58,0.81,329,330,3.4,0.1117
1559113200,53.1,86,49.1,0.86,1.2,306,312,3,0.1022
1559116800,55.8,81,50.1,0.81,1.03,210,209,3,0.0928
1559120400,58.2,78,51.2,0.91,1.3,84,86,3.4,0.0834
1559124000,61.1,73,52.4,0.72,0.89,304,297,3.4,0.0739
1559127600,65.4,65,53.1,0.82,0.98,256,246,4.1,0.0645
1559131200,68.1,58,52.9,1.8,2.33,304,301,5.3,0.055
1559134800,66.3,62,52.8,1.66,2.2,335,330,5.4,0.0456
1559138400,66.7,63,53.9,0.14,0.2,315,270,4.8,0.0362
1559142000,65.2,68,54.2,0.86,1.14,126,142,3.2,0.0267
1559145600,64.4,71,54.8,1.46,2.21,164,175,4.4,0.0173
1559149200,65.4,70,55.5,1.91,2.7,174,182,5.1,0.0078
1559152800,63.9,68,53.1,2.22,3.97,216,214,4.7,0.0148
1559156400,59.9,81,54,2.13,5.03,221,221,4.2,0.0381
1559160000,57.5,90,54.5,2.78,6.1,210,215,4.7,0.0614
1559163600,56.8,91,54.3,2.98,6.51,220,226,5.1,0.0847
1559167200,56.3,92,54.1,2.55,6.08,225,234,5.3,0.108
1559170800,56.1,93,54,2.83,6.24,222,235,4.9,0.1312
1559174400,56,93,54,2.77,6.35,229,242,5,0.1545
1559178000,56,93,54,2.94,6.59,235,248,5.3,0.1778
1559181600,55.5,94,53.8,2.92,6.48,239,250,5.4,0.2011
1559185200,55.3,94,53.7,2.64,5.98,241,249,5.8,0.2244
1559188800,54.5,96,53.4,2.48,5.51,230,241,4.6,0.2477
1559192400,55.3,95,53.9,2.39,4.85,237,248,4.5,0.2481
1559196000,58.4,92,56,1.96,3.83,255,263,5.3,0.2257
1559199600,61.9,84,57.1,2.33,3.42,227,232,5.7,0.2032
1559203200,64.3,78,57.3,2.84,4.06,231,232,6.6,0.1808
1559206800,63,81,57.1,3.05,4.7,238,241,6.8,0.1583
1559210400,64.5,75,56.3,3.38,4.85,236,238,7.2,0.1359
1559214000,65.4,71,55.9,4.56,6.58,232,234,9.8,0.1134
1559217600,69.1,62,55.7,4.49,6.36,253,254,10.7,0.1398
1559221200,68.7,63,55.5,4.56,6.79,255,256,10.2,0.2149
1559224800,68.9,62,55.2,4.3,6.62,267,266,9.6,0.2901
1559228400,67.6,68,56.8,4.68,7.67,254,258,9.6,0.3652
1559232000,66.3,77,59.1,3.35,6.02,253,259,9.6,0.4404
1559235600,68.1,73,59.1,3.7,6.2,268,268,8.8,0.5155
1559239200,69.8,63,56.5,4.54,8.03,284,284,8,0.5386
1559242800,63,74,54.6,2.4,4.92,360,355,8.7,0.5095
1559246400,56.2,67,45.3,1.84,4.17,45,30,4.5,0.4804
1559250000,53.1,76,45.6,1.71,3.01,21,4,3.2,0.4513
1559253600,55.3,60,41.4,1.56,3.41,320,328,2.3,0.4223
1559257200,52.3,70,42.8,2.33,4.22,313,329,2.7,0.3932
1559260800,51.2,68,41.1,2.92,6.32,329,337,4.8,0.3641
1559264400,48.2,66,37.2,2.69,6.44,315,324,5.2,0.335
1559268000,46.3,68,36.4,2.7,6.17,309,320,4.8,0.3059
1559271600,45.3,69,35.6,2.97,6.52,315,324,5.2,0.2769
1559275200,44.4,71,35.7,2.69,6.05,312,326,5.2,0.2478
1559278800,45.8,72,37.4,2.64,4.92,307,322,4.8,0.2187
1559282400,53.3,60,39.9,1.89,3.58,302,306,4.8,0.1896
1559286000,57.5,53,40.6,1.8,2.6,270,268,4.7,0.1605
1559289600,62.4,44,40.3,2.4,3.22,268,263,6,0.1315
1559293200,67.2,37,40,2.4,3.2,270,268,6.3,0.1024
1559296800,71.1,35,42.4,2.65,3.35,281,280,6.8,0.0733
1559300400,72.7,42,48.6,1.57,2.01,297,297,6.7,0.0442
1559304000,73.2,49,52.7,0.28,0.45,315,297,5,0.0725
1559307600,74.7,52,56,1.24,1.75,194,204,4.3,0.158
1559311200,77.1,54,59.3,3.26,4.47,227,230,9.9,0.2436
1559314800,76.3,60,61.2,3.76,5.15,253,252,11.5,0.3292
1559318400,77.1,56,60.3,3.38,5.3,236,234,10.9,0.4148
1559322000,77.7,50,57.7,3.42,6.22,249,246,9.8,0.5003
1559325600,74.9,52,56.2,4.47,7.94,236,239,9.7,0.5186
1559329200,71.2,53,53.3,4.08,8.65,239,240,8.6,0.4695
1559332800,69.6,53,51.9,3.98,8.51,252,252,8.1,0.4204
1559336400,65.4,69,55.2,5.32,9.69,254,262,12.8,0.3713
1559340000,64.1,75,55.9,4.88,9.3,235,238,10.9,0.3222
1559343600,63.8,73,55.2,4.39,9.08,240,245,9.2,0.2731
1559347200,63.2,74,54.9,3.61,8.13,251,251,8.3,0.224
1559350800,62.2,79,55.6,4.11,8.66,244,251,7.6,0.1749
1559354400,62.2,82,56.5,4.09,8.15,248,256,7.8,0.1259
1559358000,60.3,88,56.8,2.3,5.16,304,302,7.4,0.0768
1559361600,56.2,96,55.1,1.58,3.27,342,337,4,0.0277
1559365200,57.1,94,55.5,0.73,1.84,254,315,2.1,0.0128
1559368800,54.7,74,46.6,2.4,3.63,343,352,2.9,0.0322
1559372400,59,70,49.2,1.51,2.18,8,16,5.3,0.0515
1559376000,63,65,51.2,1,1.35,37,42,4.5,0.0709
1559379600,64.5,64,52.1,1.84,2.26,13,13,5.5,0.0903
1559383200,67.3,61,53.4,0.73,0.89,106,117,5.5,0.1096
1559386800,70.7,59,55.6,1.44,1.84,146,151,5.9,0.129
1559390400,74.5,55,57.5,2.47,3.28,284,282,5.5,0.1483
1559394000,71.7,61,57.7,1.22,1.63,279,281,12.2,0.1677
1559397600,62.9,70,52.9,3.5,5.31,90,87,7.9,0.1871
1559401200,64.5,63,51.5,2.19,2.76,47,46,8.1,0.2064
1559404800,63.1,65,51,2.82,3.85,63,65,7.1,0.2258
1559408400,59,71,49.4,2.16,2.91,77,74,7.2,0.2451
1559412000,62.4,77,55.1,1.49,3.19,250,238,5.5,0.2645
1559415600,59.5,84,54.6,1.89,3.37,32,12,3,0.2839
1559419200,54.5,82,49.2,1.8,2.55,71,45,4.2,0.3032
1559422800,51.7,91,49.2,1.73,2.13,80,49,3.8,0.3226
1559426400,50.1,94,48.5,2.59,4.29,28,28,4.9,0.342
1559430000,49.2,93,47.4,2.46,4.7,27,24,5.6,0.3613
1559433600,49.5,93,47.5,2.1,4.24,3,8,4.7,0.3807
1559437200,50.5,91,47.9,2.7,5.23,2,7,4.8,0.4
1559440800,50.9,86,46.7,3.21,6.1,355,360,5.6,0.4194
1559444400,50.7,78,43.9,3.31,6.42,3,4,6.1,0.4388
1559448000,50.7,74,42.9,2.91,5.8,356,2,6.1,0.4581
1559451600,50.7,74,42.6,2.86,5.51,348,356,5.4,0.4479
1559455200,52.8,68,42.3,2.73,4.62,336,338,6,0.4081
1559458800,55.5,62,42.8,3.53,5.15,335,336,7.8,0.3684
1559462400,58.1,54,41.3,3.96,5.63,339,340,9.1,0.3286
1559466000,59.1,50,40.4,3.81,5.33,337,337,9.1,0.2888
1559469600,62.1,46,40.9,3.34,4.48,321,321,8.9,0.249
1559473200,62.7,43,40.2,6.6,9.13,302,305,13.8,0.2093
1559476800,63.3,44,41.2,6.13,8.54,294,296,15.6,0.1922
1559480400,62.5,42,39.2,3.8,5.22,325,324,13.1,0.1977
1559484000,60.9,51,42.9,3.05,4.03,337,337,11.1,0.2033
1559487600,59.9,54,43.1,2.94,3.93,350,345,11,0.2089
1559491200,56.6,60,43,3.06,4.02,38,35,11.9,0.2145
1559494800,53.9,55,38.3,2.92,4.11,52,49,7.9,0.22
1559498400,51.3,58,36.9,2.4,3.5,45,37,6.8,0.2315
1559502000,49.3,66,38.5,1.4,3.21,360,356,4.8,0.2488
1559505600,47.7,70,38.5,2.13,4.39,311,317,3.4,0.2662
1559509200,47.6,64,36.1,4.3,8.7,301,308,7.5,0.2836
1559512800,47.3,52,30.3,4.58,8.62,324,322,10,0.3009
1559516400,45.6,59,32.1,3.5,7.35,323,326,9,0.3183
1559520000,44.2,64,32.9,3.42,7.13,322,326,7.1,0.3356
1559523600,43.4,68,33.4,3.32,6.84,316,322,6.7,0.353
1559527200,42.8,70,33.8,3.32,6.89,314,320,6.7,0.3704
1559530800,42,75,34.5,3.06,6.44,308,317,6.4,0.3877
1559534400,41.1,79,35.2,2.94,6.22,305,314,5.7,0.4051
1559538000,42.9,78,36.5,2.95,5.76,298,309,5.5,0.3947
1559541600,46.6,70,37.5,3.48,5.28,321,323,7.7,0.3567
1559545200,49.4,64,37.7,3.64,5.3,323,324,8.5,0.3187
1559548800,52.2,56,37.2,3.55,4.92,320,322,8.6,0.2806
1559552400,54.6,50,36.3,4.39,6,330,330,10,0.2426
1559556000,57.8,42,34.8,4.53,6.03,319,320,10.5,0.2046
1559559600,59.2,39,34.1,4.75,6.4,300,299,10.8,0.1665
1559563200,59.5,41,35.7,5.97,8.25,284,284,13,0.1685
1559566800,61.1,36,33.8,5.72,7.92,275,274,13.1,0.2104
1559570400,61.8,35,33.9,6,8.43,259,260,13.1,0.2523
1559574000,62.1,36,34.7,5.51,7.71,266,267,13,0.2942
1559577600,62.8,34,33.9,4.95,7.28,278,279,11.8,0.3362
1559581200,62.3,34,33.5,3.94,6.36,294,294,10.8,0.3781
1559584800,60,42,36.9,3.86,6.33,253,254,8.2,0.4021
1559588400,55.5,53,38.7,3.18,6.85,242,247,7.6,0.4082
1559592000,52.2,62,39.4,2.46,5.98,243,252,6,0.4143
1559595600,50.5,68,40.2,2.7,5.04,270,277,4.2,0.4204
1559599200,49.7,72,41,2.11,4.46,265,290,4.3,0.4265
1559602800,48.3,80,42.3,1.65,3.4,284,317,3.6,0.4326
1559606400,46.6,86,42.7,1.4,2.56,270,321,3.3,0.4387
1559610000,45.5,89,42.5,1.84,2,283,323,2.5,0.4448
1559613600,46.2,87,42.5,1.8,1.88,304,335,2.6,0.4509
1559617200,45.6,89,42.7,0.71,0.4,225,270,2.4,0.457
1559620800,48.3,80,42.5,1.8,2.75,199,190,3,0.463
1559624400,49.7,75,42,2.02,4.3,171,183,3.6,0.4691
1559628000,52.8,69,42.9,2.22,4.39,216,221,4.6,0.4752
1559631600,57,61,43.7,2.5,4.19,217,220,5.8,0.4813
1559635200,58.2,59,43.8,2.61,4.58,212,216,5.9,0.4874
1559638800,64.2,47,43.5,3.77,5.49,212,213,8.1,0.4935
1559642400,69.1,46,47.4,4.48,6.4,219,219,10.1,0.4996
1559646000,74.2,44,51,5.33,7.46,236,235,11.4,0.5057
1559649600,75.7,44,52.3,7.28,10.59,254,252,15.7,0.5333
1559653200,76.3,44,52.8,7.83,11.74,256,256,16.7,0.5825
1559656800,75.8,45,52.9,6.99,11.03,246,248,16.2,0.6317
1559660400,76,45,53.3,7.4,11.42,254,251,16.3,0.6808
1559664000,73,50,53.2,6.22,10.1,259,259,15.2,0.73
1559667600,71.2,56,54.9,4.81,8.13,258,256,12.8,0.7792
1559671200,69.2,64,56.4,4.92,8.25,246,247,10.1,0.7757
1559674800,66.5,68,55.8,4.44,8.49,239,238,9.6,0.7195
1559678400,64.1,73,55.2,3.64,7.74,233,237,8.8,0.6634
1559682000,63.6,73,54.8,3.97,8.29,236,240,7.5,0.6073
1559685600,62.5,77,55.3,2.27,5.85,229,237,7.9,0.5511
1559689200,60.9,82,55.5,2.84,6.31,190,205,5.7,0.495
1559692800,60.9,86,56.5,1.43,4.8,192,211,8.2,0.4389
1559696400,61.6,84,56.8,1.43,2.92,115,174,4.1,0.3827
1559700000,60.1,90,57.3,1.8,3.79,146,192,3.3,0.3266
1559703600,60.2,92,57.8,1.87,3.89,164,206,3.3,0.2705
1559707200,59.8,92,57.3,2.62,5.66,198,212,4.3,0.2143
1559710800,61,89,57.9,2.97,5.92,222,233,5.1,0.1785
1559714400,65.1,89,61.8,3.18,6.14,193,199,5.6,0.1631
1559718000,65.4,88,61.9,3.28,5.74,211,215,7.1,0.1477
1559721600,66.9,89,63.6,3.54,5.53,227,229,8,0.1323
1559725200,67.8,87,63.7,3.57,5,252,250,7.7,0.1169
1559728800,69.3,85,64.6,3.36,4.57,247,247,9.8,0.1015
1559732400,67.8,92,65.3,2.79,4.2,255,258,9.4,0.0861
1559736000,68.5,89,65.3,2.43,3.77,261,259,7.4,0.0843
1559739600,67.7,93,65.5,4.3,7.1,258,260,9,0.0959
1559743200,67.7,92,65.3,3.61,5.83,289,292,8.7,0.1076
1559746800,65.3,94,63.4,3.04,5.08,343,350,8.5,0.1193
1559750400,62.5,95,60.9,2.58,4.57,324,337,8.2,0.1309
1559754000,56.6,97,55.9,4.12,6.61,337,342,8,0.1426
1559757600,54.6,92,52.2,3.67,5.85,349,352,8.7,0.148
1559761200,51.8,93,49.9,3.26,5.82,349,355,7.5,0.1472
1559764800,50.8,92,48.6,3.18,6.11,347,356,6.7,0.1464
1559768400,49.7,91,47.3,2.86,6,348,358,6.4,0.1455
1559772000,49.1,92,46.8,2.62,5.21,353,3,5.7,0.1447
1559775600,48.9,94,47.2,2.35,4.3,348,357,4.7,0.1439
1559779200,48.6,96,47.5,2.69,4.62,345,355,4.6,0.143
1559782800,48.5,96,47.5,3.21,5.5,355,360,5.8,0.1422
1559786400,48.3,96,47.3,2.65,5.3,349,360,6,0.1414
1559790000,47.7,97,47,2.4,4.7,343,358,5.1,0.1405
1559793600,47.3,97,46.5,2.44,4.51,341,356,4.6,0.1397
1559797200,48.7,93,46.7,1.71,3.54,353,8,4.7,0.1389
1559800800,51.9,88,48.5,1.53,2.2,349,357,4.2,0.138
1559804400,56.5,78,49.6,1.33,1.8,347,357,4.5,0.1372
1559808000,60.3,69,50,0.81,1.1,353,5,4.4,0.1364
1559811600,64.5,60,50.3,0.58,0.85,31,45,4,0.1355
1559815200,68,54,50.7,0.54,0.82,68,76,3.9,0.1347
1559818800,70.3,51,51.6,0.92,1.32,77,81,4.5,0.1339
1559822400,72,50,52.3,1.04,1.46,73,74,4.6,0.133
1559826000,72.5,51,53.3,1.84,2.38,77,75,5.7,0.1322
1559829600,71.2,54,53.9,2.61,3.31,86,85,7,0.1314
1559833200,69.3,56,52.8,2.84,3.73,80,82,7.3,0.1305
1559836800,67.2,57,51.3,2.82,3.85,84,81,7.5,0.1297
1559840400,65.4,60,51.3,1.9,2.72,87,84,6.7,0.1289
1559844000,62.7,63,49.8,2.25,4.33,111,124,4.8,0.128
1559847600,57.6,74,49.3,1.55,3.84,105,129,4.3,0.1272
