,Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,IXIC,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,AUD,Brent,CAC.F,copper.F,WIT.oil,DAX.F,DJI.F,EUR,FTSE.F,gold.F,HSI.F,KOSPI.F,NASDAQ.F,GAS.F,Nikkei.F,NZD,silver.F,RUSSELL.F,S.P.F,CHF,Dollar.index.F,Dollar.index,wheat.F,XAG,XAU
978,16027,15976.01953,12.75373579,0.000897106,0.005384183,0.00345033,0.004505203,1.222319613,2.154209517,2.614758054,3.792955709,15809.87504,15684.21893,15484.56241,14927.62163,0.04,0.09,0.1,1.33,2.67,-0.008208955,-0.002913187,4.58,5.33,0.003480493,0.001137251,-0.002856297,0,-0.012114591,-0.008099304,0.000735221,-0.000953449,0.015855714,-0.016913293,-0.002985783,0.001889367,0.006628302,0.004496982,0.006188371,-0.003698198,0.027262333,-0.009257446,0.028743945,-0.007982362,-0.002222754,2.63,2.58,2.57,0.05,0.06,0.75,2.66,5.23,5.24,5.29,0,0,-0.022058824,0.07,-0.03,0.43,-0.6,-0.86,0.65,0.16,0.07,0.49,-1.17,2.89,0.32,-0.95,-1.17,0.07,-0.07,-1.98,-0.71,-0.26,-0.2,-0.09,-0.02,-0.21,-1.92,-1.22
979,16028,15967.03027,-0.956145925,-0.000562672,0.000897106,0.005384183,0.00345033,1.373658086,2.233356632,1.828279797,3.228478723,15838.44872,15711.15334,15503.48271,14937.964,0.05,0.08,0.1,1.37,2.71,0.003439751,-0.006038177,4.62,5.37,8.07E-05,-0.00489265,-0.000517331,-1.64E-05,0.001773951,-0.003386288,-0.006980088,0.005938473,0.007355579,-0.012365564,0.003455448,-0.00031429,-0.011199657,-0.003792668,-0.003483811,-0.002042966,-9.51E-05,-0.004436492,-0.001863262,-0.005337386,-0.003102151,2.66,2.63,2.61,0.03,0.05,0.75,2.66,5.27,5.29,5.32,0,-0.064516129,0.030075188,0.62,-1.43,-1.14,0.25,0.33,-0.38,-0.03,0.25,-0.35,0.09,0.36,1.13,-0.25,-1.69,-0.2,0.43,-0.11,-0.55,-0.2,-0.24,-0.11,-0.16,1.19,-0.2,0.07
980,16029,15900.82031,0.724745339,-0.004146667,-0.000562672,0.000897106,0.005384183,0.500520051,0.977593219,1.805908736,3.162783335,15849.78901,15729.21686,15519.06458,14947.54466,0.06,0.08,0.11,1.39,2.8,-0.000107124,-0.014697237,4.72,5.47,0.001468174,0.003184373,0.002079979,0.000147975,-0.008757606,-0.006494205,-0.002589789,0.003057147,-0.000890543,0.009254218,0.001377365,-0.007755167,-0.000917522,-0.002523127,0.000955074,-0.003635611,0.001819646,-0.002614752,0.006150145,-0.001443613,-0.003864584,2.74,2.72,2.69,0.02,0.05,0.75,2.67,5.36,5.39,5.41,0.1,-0.034482759,0.01459854,-1.06,1.07,-0.05,0,-0.01,0.03,-0.35,-0.74,-0.12,-1.22,0.01,-0.63,-0.27,3.32,-0.33,-1.17,-1.36,-0.07,-0.31,0.56,0.53,0.51,-0.54,-2.6,-2.51
981,16030,16009.99023,-24.95610842,0.006865679,-0.004146667,-0.000562672,0.000897106,0.842584125,2.667758664,2.98628393,3.228921875,15878.9165,15755.95718,15538.31657,14958.11626,0.02,0.07,0.1,1.38,2.79,0.021534176,-0.013524264,4.7,5.44,-0.00239855,0.00025954,-4.78E-05,-3.29E-05,0.011922346,0.017513876,-0.001854562,0.000525434,0.019964404,0.008629989,0.01054569,0.00010564,-0.003390103,2.99E-05,-0.000650966,0.008128565,-0.005087171,0.012212852,-0.000383812,0.018030674,0.006532992,2.77,2.72,2.69,0.05,0.08,0.74,2.65,5.34,5.37,5.42,-0.090909091,0.035714286,-0.007194245,-1.08,1.87,-0.33,1.11,2.26,0.02,0.61,0.32,0.09,-1.14,-0.7,-1.76,1.01,0.76,2.12,-0.82,-0.31,1.77,0.79,-0.36,-0.06,-0.05,0.33,0.66,-0.04
982,16031,16064.76953,-1.059839693,0.00342157,0.006865679,-0.004146667,-0.000562672,0.645729056,1.922303526,2.876746138,3.175853288,15912.70796,15785.36788,15558.96178,14969.12773,0.02,0.07,0.1,1.37,2.75,-0.008599895,0.005040323,4.65,5.4,0.005389992,0.011097019,0.006102927,1.64E-05,-0.002571292,0.009188943,0.006317354,0.000525242,0.004194303,0.004545401,0.006352064,0.003379449,0.005789954,-0.0010477,0.002496712,0.004961458,0.004918949,0.005666184,-0.004256201,0.004733793,0.004262707,2.73,2.68,2.65,0.05,0.08,0.75,2.65,5.3,5.33,5.38,0,0.068965517,-0.007246377,-0.68,0.88,0.58,0.94,-0.63,0.15,0.33,0.56,-0.26,0.04,0.61,0.61,0.57,1.78,0.06,-0.12,-0.74,0.46,0.42,-0.67,-0.47,-0.44,0.06,-0.45,0.07
983,16034,16072.54004,-4.830196276,0.000483699,0.00342157,0.006865679,-0.004146667,0.604158676,1.833863038,2.771383037,3.234714018,15941.76834,15812.71761,15579.10211,14980.10696,0.03,0.08,0.11,1.37,2.74,-0.007087697,-0.002607824,4.65,5.39,0.002726881,-0.000286215,0.002586092,0.000131516,0.007579864,0.011630139,-0.012924668,0.00398947,0.0033067,0.001863162,0.002705117,0.000841954,0.005478618,0.003041562,0.008776419,-0.001263343,-0.000499238,0.000731569,-0.004672666,-0.000177855,-0.00289245,2.71,2.66,2.63,0.05,0.08,0.74,2.65,5.28,5.31,5.36,0.1,-0.032258065,0,-0.11,-0.05,0.52,0.37,-0.79,0.95,0.22,-0.31,0.37,-0.23,-0.05,0.96,0.26,0.56,1.17,0.15,2.64,-0.12,0.07,0.56,0.27,0.26,0.5,2.21,0.72
984,16035,16072.79981,-1.021314499,1.62E-05,0.000483699,0.00342157,0.006865679,0.662424572,2.045182107,2.910575507,2.502815344,15965.59224,15837.48734,15598.4628,14990.97953,0.07,0.07,0.11,1.34,2.71,-0.004794375,0.003620274,4.59,5.34,-0.003944889,0.000592329,-0.001469891,-0.000180811,0.018444226,0.012558358,0.001870595,-0.005960462,-0.008326175,-0.007704596,-0.00382192,-0.008623399,-0.005671911,-0.008723434,-0.001062359,0.000149805,-0.00013384,0.00580286,-0.001391506,0.008722223,-0.000816665,2.64,2.64,2.6,0,0.04,0.75,2.63,5.23,5.27,5.27,0,-0.033333333,-0.02189781,-0.36,-0.11,-0.52,-0.31,-0.44,-0.03,-0.01,0.41,-0.93,0.02,-0.06,0.38,0.53,0.77,-0.58,-0.16,-2.07,0.7,-0.03,-0.59,-0.4,-0.38,-0.57,-2.17,-0.74
985,16036,16097.33008,31.59223945,0.001526198,1.62E-05,0.000483699,0.00342157,1.235846712,1.742552424,2.225521485,3.064073711,15989.54458,15862.23427,15618.02622,15001.98799,0.06,0.07,0.11,1.36,2.74,-0.014559469,-0.002004008,4.62,5.37,0.002642403,-0.001144519,0.001215632,1.64E-05,0.023547101,0.01400214,0.001867028,-0.000841521,0.00542246,0.006693441,-0.000902753,-0.004985616,0.00362127,0.00200413,0.006572563,0.002485081,0.0052814,0.006720179,0.008243916,0.005993607,0.001485125,2.68,2.67,2.63,0.01,0.05,0.75,2.63,5.26,5.3,5.31,0,-0.034482759,0.014925373,-0.53,0.39,0.35,-0.9,-1.47,0.55,0.09,0.05,0.23,-0.29,0.38,0.19,0.62,2.02,-0.26,-0.51,-1.07,0.6,0.12,0.12,0.14,0.14,1.35,-1.06,-0.47
986,16038,16086.41016,-0.694970991,-0.000678369,0.001526198,1.62E-05,0.000483699,0.477326475,1.323932477,3.157819057,3.477864728,16007.1565,15883.58436,15636.39422,15012.77826,0.05,0.06,0.11,1.37,2.75,0.005431831,0.006425703,4.62,5.36,0.008088924,0.010451024,0.00405035,-4.93E-05,0.018517792,0.017868698,-0.006336191,-0.00336912,-0.004523295,0.014095825,-0.005647165,-0.003411514,0.000500785,0.000165441,0.005792875,-0.000785689,0.003147877,0.003743097,0.008829268,0.001366878,2.36E-05,2.7,2.69,2.64,0.01,0.06,0.74,2.61,5.25,5.3,5.31,0,0,0.007352941,0.12,-1.06,-0.16,0.96,0.48,0.18,-0.27,-0.11,-0.05,0.55,-0.08,0.06,0.18,0.65,0.25,0.15,1.17,0.11,-0.2,0.08,-0.11,-0.05,0.55,1.32,0.75
987,16041,16008.76953,-5.777151762,-0.004826473,-0.000678369,0.001526198,1.62E-05,-0.348588879,0.294889238,1.567013711,2.518129242,16007.44978,15895.50675,15650.99717,15022.68862,0.02,0.05,0.1,1.43,2.81,0.011453269,-0.018754988,4.67,5.41,0.002259968,0.001749902,0.003486065,0.000131527,-0.008703845,-0.003353506,0,-0.00401442,-0.004194355,0.008392342,0.003634712,0.000427835,-0.002188462,-0.008315083,-0.000355102,-0.002719021,0.006585144,-0.003603517,-0.005914339,-0.012048421,-0.004537945,2.79,2.76,2.71,0.03,0.08,0.74,2.6,5.31,5.36,5.39,-0.090909091,0.071428571,0.04379562,-0.08,1.6,-0.21,-0.43,1.19,-0.04,-0.42,-0.35,-0.86,-2.26,0.46,-0.68,-0.13,0.86,-0.32,0.68,-3.52,-1.07,-0.24,0.26,0.35,0.3,-0.8,-4.15,-2.67
988,16042,15914.62012,-1.117699816,-0.005881115,-0.004826473,-0.000678369,0.001526198,-0.982544897,-0.384322352,0.833299613,1.761608057,15990.57166,15897.32707,15661.33533,15031.56356,0.04,0.06,0.1,1.4,2.79,0.023715415,-0.0099634,4.65,5.39,-0.001095991,0.004508573,0.001892317,-3.29E-05,0.027375062,-0.019474852,-0.003750975,-0.003288057,-0.002105985,-0.003641092,-0.010185604,0.009302845,-0.026452436,-0.00953708,-0.018991739,-0.003192848,-0.005328112,-0.00199247,0.006930791,-0.004729317,-0.004962955,2.75,2.73,2.69,0.02,0.06,0.74,2.6,5.29,5.33,5.35,0,-0.066666667,-0.020979021,0.35,1.05,-2.64,-0.5,2.37,-1.89,-0.67,0.35,-0.86,-0.05,-0.52,-1.27,-0.21,-0.3,0.25,0.7,-1.15,-0.64,-0.46,-0.46,-0.4,0,0.91,-0.05,0.31
989,16043,15889.76953,-0.330087567,-0.001561494,-0.005881115,-0.004826473,-0.000678369,-1.138757878,-0.483876718,0.883134557,1.738673221,15972.244,15896.60731,15670.29353,15040.10292,0.04,0.06,0.1,1.45,2.84,0.011896066,0.00842062,4.71,5.46,0.00177018,-0.005654173,-0.000281902,-9.86E-05,-0.002330795,0.003379574,0.003012048,-0.003618219,0.005803693,0.01644474,0.000457352,0.002966405,-0.005732838,-0.003429046,-0.008973969,-0.001303493,-0.007602171,0.000198169,0.013088782,-0.002135671,-0.002166178,2.8,2.78,2.74,0.02,0.06,0.75,2.62,5.36,5.4,5.42,0,0.071428571,0.035714286,-1.17,-0.66,-0.6,2.22,1.21,-0.95,-0.03,0.03,-0.41,2.17,-0.74,-1.28,0.19,-0.4,-1.65,-0.55,4.01,-0.13,0.01,-0.22,0.01,-0.37,-1.03,2.82,1.62
990,16044,15821.50977,-3.741433557,-0.004295831,-0.001561494,-0.005881115,-0.004826473,-1.713453788,-0.498782739,-0.000759195,0.473934415,15944.83777,15889.45516,15676.22358,15047.87812,0.02,0.06,0.1,1.49,2.88,0.00175312,-0.00407332,4.72,5.47,-0.000655322,0.000517836,0.003524767,-0.000131527,0.005132722,-0.003808688,-0.007132057,-0.00704898,-0.02395522,-0.024139677,-0.011428571,-0.005704035,-0.011717399,-0.001797265,-0.00609145,-0.004339573,-0.000679722,-0.001196156,-0.002086799,0.000971986,-0.004781002,2.86,2.82,2.78,0.04,0.08,0.75,2.59,5.37,5.41,5.45,0,0,0.027586207,0.37,-0.8,-1.14,-0.34,0.19,-0.5,-0.43,0.54,-0.29,-1.2,-0.14,-0.31,-0.11,4.34,-2,0.27,-1.31,-0.02,-0.43,-0.63,-0.48,-0.48,-1.57,-1.57,-1.51
991,16045,16020.2002,-3.158996517,0.012558247,-0.004295831,-0.001561494,-0.005881115,-0.411589412,0.063772437,0.906893898,2.733232396,15958.54003,15901.90707,15689.71286,15057.55296,0.03,0.06,0.1,1.51,2.88,0.003500103,0.008588957,4.72,5.46,-0.002695056,-0.006464611,-0.002763078,-4.93E-05,-0.013875728,0.006398143,0.018525519,0.015811563,0.004299552,0.009473711,0.019884416,0.016147934,0.007185514,0.00826373,0.009626906,0.011237871,0.001287473,0.007277179,-0.004430262,0.007937882,0.011427842,2.85,2.82,2.78,0.03,0.07,0.74,2.58,5.36,5.4,5.43,0,0,0.013422819,0.44,0.57,0.76,0.25,0.28,0.85,1.24,0.28,0.83,-0.24,0.27,0.19,0.73,-0.44,0.99,0.8,-0.25,0.79,1.18,-0.51,0.09,0.1,-0.13,0.62,0.32
992,16048,16025.53027,-0.716369448,0.00033271,0.012558247,-0.004295831,-0.001561494,0.104697253,-0.244256589,0.399895232,1.673351585,15970.72008,15913.68071,15702.88217,15067.18458,0.03,0.07,0.1,1.5,2.86,-0.003898236,0.00324412,4.7,5.43,-0.000310396,0.013652179,0.000676247,-0.001562166,0.011446067,-0.005323677,0.009279881,0,0.00802706,0.009124035,0.004760802,0.001986346,0.001145449,0.001144689,0.002481329,0.0018171,0.002866951,0.001533526,0.000488149,-0.001697081,0.001485489,2.83,2.79,2.76,0.04,0.07,0.73,2.57,5.33,5.36,5.4,0,0,-0.006622517,0.11,-1.99,0.08,0.83,-0.32,0.35,0.08,0.24,0.22,0.41,0.03,1.05,0.41,2.87,2.22,-0.02,0.52,-0.07,0.22,-0.18,-0.21,-0.22,-0.04,1.9,0.98
993,16049,15973.12988,-2.47046597,-0.003269807,0.00033271,0.012558247,-0.004295831,0.367647896,-0.618509307,-0.018087409,1.204011118,15971.15822,15919.34253,15713.48012,15076.19896,0.03,0.07,0.1,1.46,2.81,0.012564367,0.023645918,4.64,5.37,0.005896896,0.001309034,-0.001773948,-0.00156461,-0.001553624,0.007508597,-0.001838985,-0.003176652,0.00336229,-0.01549982,-0.004738245,-0.001356396,-0.01039167,-0.005518743,-0.008779554,-0.003179659,-0.002812985,-0.00203011,-0.000316329,-0.008650169,-0.003113447,2.78,2.74,2.71,0.04,0.07,0.73,2.56,5.27,5.3,5.34,0,0,-0.026666667,0.42,-0.01,-1.02,0.15,1.2,-0.84,-0.3,0.16,-0.36,2.19,-0.01,-0.59,-0.07,0.12,-0.38,0.36,3.12,-0.89,-0.33,-0.35,-0.22,-0.2,-1.69,2.67,1.59
994,16050,15843.53027,-4.399162744,-0.008113602,-0.003269807,0.00033271,0.012558247,-0.29100018,-1.426444271,-0.773468816,0.589564453,15947.95314,15912.12232,15718.58013,15083.8341,0.02,0.07,0.1,1.5,2.86,-0.010882832,-0.004343534,4.66,5.41,0.001859336,-0.004532005,-0.002867808,-0.00021444,-0.007408712,-0.014415383,-0.020633715,-0.01094113,-0.011111129,-0.013119916,-0.013375674,-0.015149901,-0.001046111,-0.002391368,-0.004095707,-0.011316874,-0.017096782,-0.01395889,-0.014894323,-0.016245516,-0.012181313,2.84,2.79,2.76,0.05,0.08,0.75,2.55,5.31,5.34,5.39,0,0.033333333,0.02739726,-1.1,0.29,-0.11,0.94,-1.09,-0.54,-0.89,0.18,-0.33,-0.31,-1.77,-1.11,-1.29,2.36,-0.45,-0.67,0.21,-1.68,-1.23,-0.1,-0.09,-0.1,0.25,-0.49,-0.71
995,16051,15739.42969,-0.711707253,-0.006570542,-0.008113602,-0.003269807,0.00033271,-0.518787898,-2.223352496,-1.014983012,-0.519543155,15910.03979,15895.6754,15719.39776,15090.35744,0.01,0.07,0.09,1.55,2.89,-0.000411311,-0.028157843,4.66,5.42,-0.004831135,-0.002821008,-0.00123529,0.000115493,-0.001460728,-0.002459515,-0.001504853,-0.020942938,0.004280382,-0.010369582,-0.000459559,0.011669839,-0.004340738,-0.009588701,-0.00662219,-0.003770562,-0.005146965,-0.001351252,-0.000621604,0.001606918,-0.004191568,2.88,2.82,2.8,0.06,0.08,0.76,2.53,5.33,5.35,5.41,-0.1,0.096774194,0.033333333,-1.24,-0.94,-0.43,0,0.06,-0.7,-0.6,-0.22,-1.15,-2.58,-0.69,-0.17,-0.32,1.66,-0.97,-0.1,-4.41,0.04,-0.32,0.3,0.4,0.4,-1.21,-3.99,-2.23
996,16052,15755.36035,-17.10891898,0.00101215,-0.006570542,-0.008113602,-0.003269807,-1.653161882,-2.057947055,-1.590443706,-0.761260408,15881.91625,15882.31206,15720.80805,15096.97438,0.02,0.07,0.09,1.55,2.88,-0.009669787,0.00550908,4.63,5.38,-0.002222119,0.010067487,0.00473956,-3.30E-05,-0.010900189,0.007842597,0.011303654,0.002084182,-0.00248629,-0.01423971,0.005287356,-0.00052436,-0.002312578,-0.000822274,-0.001168908,-0.00010141,0.001199141,0.000645278,-0.003051098,0.003426205,0.000528642,2.86,2.81,2.79,0.05,0.07,0.75,2.5,5.29,5.31,5.36,0,0,0,0.27,0.15,-0.25,0.6,-0.92,-0.05,0.1,-0.09,-0.05,0.79,0.23,-0.83,-0.06,-1.32,0.72,0.22,0.81,0.34,-0.01,0.01,0.01,0,-0.67,1.08,1.18
997,16055,15884.57031,-1.121547062,0.008201016,0.00101215,-0.006570542,-0.008113602,-0.879596229,-0.775819889,-1.121704346,-0.483218461,15882.39881,15882.52713,15727.2301,15104.81116,0.01,0.07,0.09,1.55,2.89,0.009452581,0.002232143,4.65,5.39,-0.00213588,-0.002607727,-0.005055488,-3.30E-05,0.005537264,0.012310044,0.005216095,0.000218993,0.004450775,0.005451077,0.005716899,0.020039902,0.014821237,0.012764005,0.017442992,0.00632004,-0.005648327,0.007133262,-0.016034911,0.011562194,0.007044803,2.88,2.82,2.8,0.06,0.08,0.74,2.5,5.3,5.32,5.38,0,0,0,-0.16,1.51,1.6,0.72,0.91,1.61,0.78,0.13,1.27,0.79,-0.65,0.08,0.49,-1.65,-1.68,-0.1,2.21,1.51,0.66,-0.21,-0.21,-0.17,-1.19,1.42,0.18
998,16056,15875.25977,-0.506850889,-0.000586138,0.008201016,0.00101215,-0.006570542,-0.612717218,-0.247321964,-1.227436812,-0.630693802,15881.1008,15881.835,15733.03519,15112.47731,0.02,0.07,0.09,1.52,2.85,-0.001955135,-0.002429642,4.63,5.35,-0.000326281,-0.002353026,0.000462784,3.30E-05,-0.004502274,-0.003393596,0.001853262,-0.007770592,-0.012406895,-0.010029792,-0.008867667,-0.004834407,-0.012437253,-0.00551961,-0.008559933,-0.003100988,-0.001965406,-0.001449326,-0.004526891,-0.000857223,-0.003580026,2.83,2.78,2.76,0.05,0.07,0.72,2.5,5.26,5.28,5.33,0,0,-0.019354839,-0.57,-1.84,-1.18,-0.27,-0.27,-0.62,-0.07,0.05,-0.42,-1.15,-0.12,0.6,-0.27,0.19,0.46,0.16,-1.28,-0.14,-0.41,-0.27,0.2,-0.01,-0.44,-0.3,-0.84
999,16057,16167.96973,-1407.483531,0.018438121,-0.000586138,0.008201016,0.00101215,2.047772488,1.750813286,0.592117883,1.25846479,15933.25879,15909.08593,15750.09144,15122.97972,0.01,0.07,0.1,1.55,2.89,0.006186205,-0.001014816,4.63,5.39,-0.001334385,-0.003911586,0.000811857,-6.60E-05,-0.007603764,0.021436856,0.014058416,0.021839785,0.027279271,0.00164299,0.030740996,0.02883722,0.010045095,0.000909609,0.01063606,0.016647964,0.003233304,0.011526793,-0.001298971,0.013254168,0.016530062,2.88,2.82,2.79,0.06,0.09,0.76,2.5,5.29,5.32,5.38,0.111111111,-0.058823529,0.019736842,-0.4,1.1,0.97,-0.18,0.6,0.88,1.87,-0.6,0.02,0.4,0.51,0.52,1.37,-0.84,1.96,-0.41,1.12,1.56,1.77,1.03,0.05,0.06,-1.05,-0.75,-0.98
1000,16058,16179.08008,-1.001397773,0.000687183,0.018438121,-0.000586138,0.008201016,2.793305722,2.260026491,0.507848194,1.749971131,15977.95357,15934.79966,15766.91453,15133.48818,0.01,0.06,0.09,1.63,2.94,0.008300031,-0.028037383,4.57,5.36,0.006702339,0.015483668,0.010668201,0.000115491,-0.011456681,-0.001944613,-0.003283473,-0.007124309,-0.000174738,-0.009021377,0.002003116,-0.001105093,0.010891872,0.014263504,0.016771338,-0.000579929,-0.011021098,-0.002928745,-0.0095392,-0.007294588,-0.000262938,2.93,2.88,2.85,0.05,0.08,0.79,2.42,5.27,5.3,5.35,-0.1,0.09375,0.051612903,0.07,0.6,1.66,-0.6,0.99,1.56,0.06,-0.16,1.26,-3.32,-1.5,-0.21,-0.45,4.92,1.09,-0.58,-4.35,-0.9,-0.12,0.46,0.67,0.65,-0.37,-2.58,-2.3
1001,16059,16221.13965,3.324283297,0.002599627,0.000687183,0.018438121,-0.000586138,2.956322709,1.254288027,0.837536098,1.318860355,16022.16922,15962.07013,15784.72728,15144.31059,0.01,0.07,0.09,1.66,2.89,0.007215447,-0.00062709,4.49,5.27,-0.001358394,0.00060457,-0.004069176,-8.25E-05,0.008375264,0.017738328,0.001464165,0.001195836,0.008212493,0.015172386,-0.001332763,-0.007542995,0.009508289,0.003325877,0.006902447,0.004818728,-0.003345325,0.011483178,-0.020207824,0.018676992,0.00438752,2.88,2.82,2.8,0.06,0.08,0.78,2.38,5.18,5.2,5.26,0,0.057142857,0.018404908,0.61,1.34,0.24,0.21,0.56,0.5,0.21,0.07,0.36,0.85,0,0.5,0.2,-0.94,0.7,0.24,1.44,0.35,0.24,-0.22,-0.05,-0.06,0.57,0.62,1.1
1002,16062,16294.61035,-0.839746399,0.004529318,0.002599627,0.000687183,0.018438121,2.581373187,1.679071297,1.785526492,1.430713466,16071.70397,15993.74063,15804.72269,15155.75636,0.01,0.07,0.09,1.68,2.94,-0.004944002,0.003137419,4.51,5.29,-0.002025086,-0.002359143,-0.002717621,1.65E-05,0.038377499,0.001790157,0.001461952,-0.000651504,0.009358769,-0.004891305,0.005560498,-0.00172272,0.005131426,0.010898193,0.009429674,0.00531812,0.004794845,0.010758213,0.002356629,0.009376608,0.004962658,2.93,2.87,2.85,0.06,0.08,0.78,2.35,5.2,5.22,5.28,0,0.027027027,0.012048193,0.17,-0.19,0.8,0.06,-0.41,1.29,0.18,0.18,0.39,-0.56,0.4,0.92,1.73,1.02,0.74,-0.15,-0.22,0.64,0.54,-0.25,-0.16,-0.16,-0.71,0.36,-0.37
1006,16069,16504.28906,2.158024897,0.001570474,-8.92E-05,0.007478568,0.003862593,1.745558087,4.753485127,3.021740441,2.597713865,16289.00347,16147.68915,15901.20832,15206.72357,0.01,0.07,0.1,1.71,2.99,-0.010406244,-0.008233841,4.53,5.34,0.004021608,0.004204865,0.005540947,-0.000461932,-0.009944852,-0.011831773,0.002155911,-0.000541364,-0.00326794,0,0,-0.011821535,-0.000453506,-0.002903331,-0.003882363,-0.000179254,7.01E-05,-0.000574906,-0.00177129,-0.00043063,0.000446249,2.98,2.92,2.89,0.06,0.09,0.81,2.35,5.24,5.27,5.33,0.111111111,-0.025,-0.017241379,0.38,-0.86,-0.06,-1.41,-1.03,0.15,0.11,0.46,-0.16,-1.07,-0.15,0.08,-0.13,0.45,0.56,0.67,-2.73,-0.11,-0.1,-0.4,-0.52,-0.49,-1.32,-2.49,-1.38
1009,16073,16469.99023,3.925554646,0.001741988,-0.008162715,0.004384987,0.001570474,-0.060016362,1.868017519,3.954042756,3.651536304,16379.58478,16237.13172,15968.31636,15244.81728,0.01,0.07,0.1,1.73,3.01,-0.015556023,0.007755102,4.56,5.35,-0.008009906,-0.004661777,0.002311053,-0.000545996,-0.021965849,-0.003844508,-0.000727273,0.009008008,0.007730648,-0.006727664,0.007107952,-0.002405995,0.004818729,0.001905401,0.003735128,-0.000332965,-0.022398044,-0.002693575,-0.0124453,0.004666639,0.001298168,3,2.94,2.91,0.06,0.09,0.79,2.34,5.25,5.28,5.34,0.111111111,0.051282051,0.005813954,0.42,-0.83,0.47,-0.76,-1.55,0.25,0.12,-0.61,0.06,1.09,-2.33,-1.22,-0.78,-0.39,0.19,1.09,0.42,0.37,-0.05,0.68,0.2,0.2,1.65,0.6,0.95
1010,16076,16425.09961,-0.295404137,-0.002725601,0.001741988,-0.008162715,0.004384987,-0.323517539,1.520602715,4.35638352,3.814995231,16387.8602,16255.03343,15986.22943,15256.56138,0.01,0.05,0.08,1.7,2.98,-0.005765535,0.009518024,4.53,5.3,-0.002116986,0.000753608,-0.003617925,0.000132435,0.00545302,-0.007088076,-0.008005822,0.005225956,0.005796113,-0.021132457,0.001764402,0.001507406,-0.00473435,0,-0.000757846,-0.002511767,-0.005834565,-0.004411998,-0.017966203,-0.007724254,-0.002594962,2.97,2.93,2.9,0.04,0.07,0.77,2.32,5.22,5.25,5.29,-0.2,-0.024390244,-0.017341041,0.22,-0.15,-0.44,0.18,-0.56,-0.06,-0.26,0.29,0.07,-0.05,-0.49,0.24,-0.39,0.05,-1.04,0.22,-0.2,-0.9,-0.26,-0.12,-0.17,-0.17,-0.08,0.15,0.12
1011,16077,16530.93945,-0.570829387,0.006443787,-0.002725601,0.001741988,-0.008162715,0.161475541,1.909852278,4.922636383,3.188095353,16413.87461,16281.31019,16007.59061,15269.24176,0.01,0.04,0.08,1.69,2.96,0.002040378,-0.015045135,4.51,5.28,0.000295496,-0.00669136,0.002859696,0.000198626,-0.007151601,0.011177994,0.00110055,0.021228192,-0.011525424,0.007749765,-0.000440247,0.014148063,0.008312195,0.00368458,0.008294463,0.006081765,0.001262067,0.009602108,0.000786052,0.009126862,0.00557741,2.95,2.92,2.88,0.03,0.07,0.77,2.32,5.2,5.24,5.27,0,0,-0.005882353,-0.45,0.58,0.77,-0.03,0.26,0.77,0.54,-0.09,0.34,-0.68,-0.3,0.47,0.88,-0.16,-0.75,-0.1,-1.55,0.73,0.55,0.54,0.21,0.22,-0.62,-1.44,-0.48
1012,16078,16462.74023,1.849358689,-0.00412555,0.006443787,-0.002725601,0.001741988,-0.687230847,1.031812841,3.639820969,2.728209011,16422.75927,16298.58924,16025.43961,15281.11737,0,0.05,0.08,1.77,3.01,-0.015110921,-0.005295316,4.53,5.32,-0.001082962,0.004817187,0.01051506,-0.000248233,0.006332858,0.009773168,-0.00293155,-0.001378693,0.00943071,-0.017852293,0.011453656,-0.003265084,-0.000403552,-0.004988557,-0.000879463,-0.000212209,0.012495633,0.002992812,-0.001454123,-0.00014689,-0.000621644,3.01,2.96,2.93,0.05,0.08,0.79,2.31,5.24,5.27,5.32,0,0.075,0.047337278,-0.28,-0.19,-0.01,-0.53,-1.43,-0.2,-0.29,-0.3,-0.54,-0.33,1.47,-0.1,0.45,-1.93,2.09,-0.22,-1.25,0.15,0.1,0.21,0.22,0.24,-2.45,-1.66,-0.49
1013,16079,16444.75977,-0.575672724,-0.001092192,-0.00412555,0.006443787,-0.002725601,0.020741345,0.53314807,3.587342874,2.952645389,16426.75936,16312.51025,16041.88354,15292.6959,0.01,0.04,0.06,1.75,2.97,-0.005875952,0.004095004,4.56,5.28,0.002862167,0.001260639,0.004576256,1.66E-05,-0.012770073,-0.00226414,0.000367512,0.006053515,-0.001868541,-0.00643174,0.005226525,-0.009727973,-0.008406515,-0.004537475,-0.008025982,0.000348309,-0.0090996,-0.002261355,-0.008177709,0.000768938,0.00046799,2.96,2.93,2.91,0.03,0.05,0.72,2.31,5.22,5.24,5.27,-0.25,0.023255814,-0.011299435,-0.03,-0.71,-0.75,-1.15,-0.73,-0.68,-0.1,0.25,-0.41,0.33,-0.68,-0.51,-0.48,-5,-1.24,-0.13,0.74,-0.03,0.03,-0.41,-0.02,-0.02,-0.53,0.2,0.15
