Datetime,Temperature,Humidity,WindSpeed,GeneralDiffuseFlows,DiffuseFlows,Powercosump
1496922000,24.81,62.29,0.072,854,193.6,71108.42381
1496922600,25.08,61.86,0.073,869,202.1,71728.8223
1496923200,24.84,65.53,0.069,891,198.4,71905.39371
1496923800,24.62,65.36,0.073,869,161.5,72383.32663
1496924400,24.87,66.03,0.072,864,160.6,72821.62278
1496925000,24.73,65.1,0.069,873,143.5,73472.14303
1496925600,24.73,63.03,0.071,879,130.1,73615.26553
1496926200,24.5,62.09,0.071,884,125.5,74112.12451
1496926800,24.3,62.22,0.072,886,123.2,74584.63699
1496927400,24.24,61.19,0.07,889,124.8,74516.35449
1496928000,24.46,58.32,0.07,897,129.4,75345.0861
1496928600,24.36,59.56,0.073,892,121.2,75841.95057
1496929200,24.27,59.26,0.072,874,111.5,76419.41851
1496929800,24.59,58.32,0.072,869,107.2,76295.05522
1496930400,24.6,57.39,0.069,868,106.9,76075.74726
1496931000,24.42,57.29,0.07,859,106.1,76423.48004
1496931600,24.32,57.79,0.072,842,106.1,76604.58103
1496932200,24.52,57.89,0.071,830,106.9,76633.0648
1496932800,24.29,56.65,0.073,826,104.9,76818.44891
1496933400,24.46,55.55,0.07,809,102.3,77025.2206
1496934000,24.81,54.28,0.072,796,98.6,76907.2309
1496934600,25.05,53.88,0.072,781,98.4,76794.41733
1496935200,25.07,53.91,0.07,766,98.2,76793.23978
1496935800,25.19,53.45,0.072,748,98.6,76549.00721
1496936400,25.26,52.88,0.07,726,96.5,76503.14072
1496937000,25.58,52.88,0.071,714,99,76588.16873
1496937600,25.35,53.28,0.07,712,111.5,76407.35992
1496938200,25.1,53.88,0.069,385.5,148.3,76606.92654
1496938800,24.73,56.51,0.071,453.2,168.5,75914.39145
1496939400,24.69,56.81,0.072,558.7,157.6,75814.67474
1496940000,24.77,56.48,0.072,560.2,118.3,75766.86653
1496940600,24.71,56.11,0.069,566.9,105.6,76071.88763
1496941200,24.88,55.31,0.072,536.2,134.4,77061.38082
1496941800,25.07,55.18,0.072,508.3,228.2,77404.73338
1496942400,25,54.74,0.073,474.6,366.2,77622.82141
1496943000,24.92,55.57,0.073,446.1,430.3,78386.639
1496943600,24.99,55.54,0.072,413.4,418.3,79321.46173
1496944200,24.89,56.21,0.073,387,394.6,79600.80558
1496944800,25.12,54.34,0.071,353.1,359.9,80969.10072
1496945400,25.35,52.47,0.071,325.4,332.3,83447.18891
1496946000,25.24,53.44,0.071,294.2,300.7,85824.89311
1496946600,25.02,56.34,0.07,264.3,270.5,88032.36507
1496947200,24.36,59.68,0.073,234.3,239.7,90131.90982
1496947800,23.97,61.08,0.071,203.4,208.1,92588.34999
1496948400,23.62,63.04,0.071,169.6,172.4,96438.61284
1496949000,23.34,65.38,0.072,138,138.9,101832.1194
1496949600,23.33,65.24,0.07,107.9,106.9,104162.6559
1496950200,23.07,66.28,0.076,78.4,75.6,103123.0165
1496950800,22.8,67.72,0.071,58.89,56.05,98813.66224
1496951400,22.66,68.75,0.074,38.97,35.75,98283.20987
1496952000,22.54,69.72,0.077,25.86,22.86,99052.35127
1496952600,22.29,70.5,0.073,15.86,13.56,100365.0436
1496953200,22.23,70.9,0.073,8.11,6.93,100863.6561
1496953800,22.13,71.4,0.073,3.558,2.961,100249.3494
1496954400,22.08,71.9,0.069,1.298,1.141,100591.5681
1496955000,21.98,72.7,0.071,0.318,0.315,100953.0375
1496955600,22.16,73.6,0.077,0.088,0.13,99972.97588
1496956200,21.94,75.5,0.072,0.066,0.137,99400.90154
1496956800,21.81,76.4,0.077,0.066,0.111,98702.52001
1496957400,21.68,77.2,0.081,0.066,0.137,97490.78869
1496958000,21.48,78.1,0.08,0.077,0.107,97349.26975
1496958600,21.35,78.8,0.079,0.04,0.133,97507.59745
1496959200,21.23,79.5,0.079,0.066,0.126,97670.66567
1496959800,21.11,80.1,0.066,0.055,0.111,97535.46561
1496960400,21.09,80.3,0.075,0.062,0.137,97879.94101
1496961000,20.93,80.7,0.079,0.062,0.141,97807.58796
1496961600,20.73,80.9,0.079,0.04,0.126,97402.39629
1496962200,20.5,80.3,0.08,0.051,0.115,97074.83632
1496962800,21.21,76.4,0.081,0.073,0.096,96104.12043
1496963400,21.57,70.8,0.079,0.091,0.13,95605.56432
1496964000,21.61,68.05,0.083,0.062,0.174,94023.01038
1496964600,21.56,67.34,0.085,0.077,0.111,93043.54551
1496965200,21.53,67.04,0.081,0.059,0.096,92570.79497
1496965800,21.51,67.08,0.083,0.059,0.145,91495.07545
1496966400,21.45,67.08,0.08,0.095,0.096,89988.51875
1496967000,21.42,66.94,0.08,0.069,0.133,88994.72855
1496967600,21.44,66.78,0.08,0.084,0.085,88055.16367
1496968200,21.41,67.08,0.082,0.048,0.122,87228.29194
1496968800,21.25,68.08,0.083,0.069,0.122,86689.25395
1496969400,21.04,69.08,0.082,0.066,0.1,86254.88166
1496970000,20.89,69.45,0.084,0.062,0.145,85408.22044
1496970600,20.76,69.91,0.082,0.033,0.133,84773.62054
1496971200,20.6,70.8,0.079,0.059,0.1,84741.77271
1496971800,20.48,71.3,0.082,0.073,0.145,84963.18932
1496972400,20.24,72.6,0.079,0.069,0.122,86220.36662
1496973000,20.18,72.8,0.081,0.037,0.156,88256.76941
1496973600,20.12,73,0.082,0.04,0.145,89837.92726
1496974200,20.07,73.1,0.083,0.059,0.104,90355.58119
1496974800,20.03,73.1,0.08,0.062,0.159,89510.32704
1496975400,20.01,73.2,0.082,0.073,0.137,87700.45536
1496976000,19.95,73.4,0.082,0.051,0.119,86304.95688
1496976600,19.96,73.4,0.08,0.04,0.126,84563.26349
1496977200,19.95,73.4,0.08,0.069,0.122,83149.04468
1496977800,19.92,73.4,0.083,0.069,0.13,81030.20423
1496978400,19.87,73.4,0.08,0.044,0.148,75845.98236
1496979000,19.85,73.5,0.082,0.073,0.096,72139.44056
1496979600,19.77,73.8,0.08,0.066,0.126,70000.28528
1496980200,19.65,74.4,0.081,0.055,0.133,67805.3926
1496980800,19.6,74.4,0.081,0.044,0.13,66267.08926
1496981400,19.53,74.7,0.082,0.08,0.122,65346.15932
1496982000,19.4,75.2,0.079,0.055,0.182,63541.49744
1496982600,19.31,75.4,0.081,0.062,0.104,61203.65952
1496983200,19.34,75.4,0.079,0.04,0.163,58033.35328
1496983800,19.36,75.3,0.08,0.051,0.122,54854.56047
1496984400,19.3,75.4,0.079,0.044,0.126,51787.8513
1496985000,19.25,75.4,0.08,0.051,0.137,50191.41521
1496985600,19.1,75.7,0.079,0.051,0.13,49295.1026
1496986200,19.02,76,0.08,0.073,0.145,48502.6429
1496986800,18.98,76.2,0.082,0.263,0.285,47791.13903
1496987400,19.01,76.3,0.08,1.225,1.082,47321.30857
1496988000,18.93,76.3,0.08,3.588,3.109,46987.54326
1496988600,18.71,76.9,0.085,9.4,8.07,47406.54371
1496989200,18.57,77.6,0.08,19.24,16.08,47442.92309
1496989800,18.77,77.5,0.078,32.24,26.27,47383.21061
1496990400,18.88,76.9,0.084,49.04,41.6,47639.19592
1496991000,18.95,76.7,0.08,71.6,62.49,47759.18283
1496991600,19.14,76.4,0.081,94.2,83,47923.87317
1496992200,19.38,75.8,0.082,117.8,104.7,48017.92893
1496992800,19.47,74.9,0.079,148.1,132.8,48850.17536
1496993400,19.53,74.7,0.081,178.9,161.7,49743.35067
1496994000,19.77,74.5,0.08,211.1,192,50327.84773
1496994600,20.16,73.4,0.082,243.7,223,50906.30116
1496995200,20.46,71.8,0.083,280.5,256.6,51628.98345
1496995800,20.76,71.2,0.085,325.5,297.6,52540.68811
1496996400,21.08,69.52,0.087,385.9,346.1,53654.71609
1496997000,21.41,68.38,0.084,377.7,342.4,54305.41008
1496997600,21.42,67.18,0.084,362.2,326.8,54832.75417
1496998200,21.56,66.58,0.084,445.7,414,55937.22583
1496998800,21.93,65.94,0.087,483.9,450.3,56800.28429
1496999400,22.54,65.04,0.084,569.5,510.4,57940.55997
1.50E+09,22.72,62.98,0.086,506.9,435.7,58828.1236
1497000600,22.85,62.11,0.085,541.8,490.6,58939.80232
1497001200,23.15,61.41,0.082,604.3,556.7,59650.00577
1497001800,23.46,60.31,0.084,395.7,322.4,60618.63529
1497002400,23.7,59.91,0.082,423.2,346.6,61523.79014
1497003000,24.15,58.78,0.084,675.1,594.3,62188.66254
1497003600,24.64,58.04,0.086,702,506.1,62824.92388
1497004200,25.08,57.44,0.073,706,322.3,63669.7895
1497004800,24.8,61.58,0.073,718,231.9,64794.60912
1497005400,24.45,62.55,0.069,554.2,212.2,66062.61935
1497006000,24.47,63.12,0.07,597.2,236.5,67151.91098
1497006600,24.77,62.35,0.071,804,226.2,68121.63787
1497007200,24.8,62.95,0.07,768,261.7,68408.79645
1497007800,24.97,61.88,0.074,682.8,323.3,69067.54333
1497008400,24.99,61.15,0.07,603.4,317.1,69664.48315
1497009000,25.05,60.68,0.071,658.2,300.3,69808.24608
1497009600,25.41,60.25,0.072,825,242.3,69830.98877
1497010200,25.14,59.48,0.073,894,257.8,69719.90814
1497010800,25.02,60.98,0.071,892,229.2,69573.15044
1497011400,25.48,60.21,0.073,871,205.5,69064.14749
1497012000,25.34,59.88,0.073,862,221.1,68783.99981
1497012600,25.3,59.21,0.07,850,212.1,68797.7752
1497013200,25.4,58.64,0.071,894,204.4,69312.19449
1497013800,25.49,57.41,0.072,865,214.7,70579.09941
1497014400,25.59,57.34,0.073,877,214.2,72140.44747
1497015000,26.08,55.87,0.07,857,203.7,72819.73084
1497015600,26.21,55.41,0.069,853,207.6,72741.51035
1497016200,25.99,55.68,0.069,881,208.4,73608.42837
1497016800,25.92,56.38,0.071,829,223.7,74833.63963
1497017400,26.01,56.31,0.073,833,232,73543.12926
1497018000,25.8,56.91,0.073,791,216.1,74348.82753
1497018600,25.73,57.14,0.071,803,208.1,74452.19438
1497019200,25.7,57.14,0.067,782,195.6,74552.13788
1497019800,25.88,57.21,0.07,808,187.8,74547.7804
1497020400,25.56,56.74,0.071,785,181.2,74213.93083
1497021000,25.84,56.24,0.072,761,176.7,73946.95636
1497021600,25.75,56.71,0.071,715,179.7,74013.45398
1497022200,25.83,55.11,0.07,735,172.6,74169.13792
1497022800,25.81,54.37,0.071,713,176.3,74558.27926
1497023400,26.07,53.67,0.068,703,178.4,75159.32325
1497024000,26.11,52.07,0.071,667.6,180.9,75054.32649
1497024600,25.92,51.47,0.068,497.5,198.6,74836.90329
1497025200,25.51,51.27,0.072,356.9,204.6,74648.86095
1497025800,25.49,50.97,0.069,247.6,197,74637.65019
1497026400,25.33,50.9,0.07,298.8,198.8,74754.13922
1497027000,25.62,51.07,0.073,479.8,221,74872.98196
1497027600,25.6,49.07,0.07,442.3,212.6,75092.83877
1497028200,25.57,49.3,0.072,299.4,203.1,75355.62263
1497028800,25.37,51.3,0.072,378.4,300,76066.43621
1497029400,25.12,52.23,0.07,343,293.9,76910.15739
1497030000,25.06,54,0.071,148,122.1,77348.88609
1497030600,24.92,55.94,0.072,227.6,204.5,78016.58498
1497031200,24.75,58.34,0.07,310.1,293.3,78674.89721
1497031800,24.72,58.61,0.07,319.6,311.7,79917.32564
1497032400,24.57,59.27,0.074,275.7,267.2,81574.25667
1497033000,24.52,59.37,0.073,227.6,213.8,83884.9257
1497033600,24.41,60.37,0.072,148.2,129.3,86180.13863
1497034200,24.11,61.04,0.072,138.2,126.1,89104.92719
1497034800,24.15,61.27,0.074,130.6,115.4,91886.73883
1497035400,24.17,61.97,0.075,74.1,61.82,97194.97821
1497036000,24.19,62.81,0.081,90.5,82.3,100562.3116
1497036600,24.48,60.11,0.082,92.8,83.2,101790.4137
1497037200,24.77,56.27,0.083,61.85,54.47,97362.66126
1497037800,24.48,56.67,0.083,42.75,37.19,96339.59522
1497038400,24.09,57.17,0.08,23.31,19.73,97943.5625
1497039000,23.92,57.91,0.082,13,10.7,99098.595
1497039600,23.74,58.37,0.081,5.229,4.351,98828.64466
1497040200,23.69,58.44,0.087,3.569,2.805,98529.38435
1497040800,23.69,58.51,0.088,1.134,0.967,99366.39324
1497041400,23.65,58.84,0.083,0.249,0.274,99452.90195
1497042000,23.49,59.24,0.08,0.106,0.056,97981.50167
1497042600,23.38,59.71,0.085,0.102,0.063,97866.86949
1497043200,23.22,60.27,0.084,0.088,0.085,97300.44571
1497043800,23.11,60.91,0.085,0.08,0.082,95642.23151
1497044400,22.91,62.04,0.083,0.088,0.082,94874.7388
1497045000,22.69,63.01,0.082,0.099,0.1,94700.8311
1497045600,22.59,63.58,0.078,0.077,0.089,94919.95691
1497046200,22.54,63.68,0.081,0.091,0.089,95190.83252
1497046800,22.45,64.08,0.084,0.099,0.074,94926.83424
1497047400,22.39,64.18,0.084,0.091,0.059,94855.76026
1497048000,22.32,64.38,0.08,0.106,0.063,94680.85121
1497048600,22.24,64.68,0.081,0.091,0.104,94310.51447
1497049200,22.23,64.81,0.079,0.084,0.067,93233.52382
1497049800,22.19,64.84,0.081,0.099,0.067,92317.15577
1497050400,22.18,65.08,0.079,0.066,0.104,91356.01616
1497051000,22.09,65.68,0.081,0.062,0.107,90819.91793
1497051600,21.99,66.11,0.08,0.069,0.115,89832.08221
1497052200,21.88,66.91,0.079,0.088,0.115,88457.61753
1497052800,21.76,67.65,0.084,0.08,0.115,87540.26154
1497053400,21.71,68.11,0.081,0.069,0.137,87442.18586
1497054000,21.77,68.48,0.079,0.08,0.126,87000.42904
1497054600,21.81,68.65,0.078,0.091,0.082,86281.97072
1497055200,21.83,68.38,0.079,0.051,0.115,85580.38104
1497055800,21.73,67.65,0.085,0.073,0.148,84929.22524
1497056400,21.65,67.21,0.083,0.077,0.148,84738.53014
1497057000,21.63,66.74,0.08,0.077,0.111,84538.99689
1497057600,21.69,65.11,0.083,0.055,0.111,84259.322
1497058200,21.57,63.41,0.083,0.066,0.133,84775.78939
1497058800,21.43,63.34,0.079,0.066,0.145,86004.64465
1497059400,21.55,62.14,0.082,0.066,0.115,87688.1276
1497060000,21.69,60.57,0.082,0.073,0.115,89133.21726
1497060600,21.68,60.21,0.083,0.066,0.093,89315.51574
1497061200,21.62,59.37,0.084,0.095,0.067,88230.20515
1497061800,21.6,59.51,0.08,0.088,0.133,86025.43928
1497062400,21.49,60.37,0.083,0.077,0.063,83791.62908
1497063000,21.49,61.24,0.081,0.084,0.096,82034.37261
1497063600,21.43,61.81,0.086,0.077,0.085,80546.67688
1497064200,21.39,61.67,0.086,0.106,0.089,78337.62436
1497064800,21.33,62.98,0.081,0.059,0.145,73891.31684
1497065400,21.22,63.04,0.08,0.091,0.107,70479.42013
1497066000,21.13,62.07,0.083,0.077,0.096,67936.07756
1497066600,21.15,61.71,0.085,0.069,0.115,66228.56329
1497067200,21.17,61.64,0.082,0.069,0.089,64247.38089
1497067800,21.24,60.91,0.08,0.095,0.115,63186.00804
1497068400,21.15,60.91,0.083,0.11,0.074,62022.93879
1497069000,21.16,60.57,0.079,0.091,0.082,59734.20785
1497069600,21.23,60.14,0.083,0.059,0.13,56663.26974
1497070200,21.24,59.61,0.081,0.091,0.115,53260.51457
1497070800,21.09,59.84,0.08,0.073,0.167,50021.06044
1497071400,21.14,59.51,0.081,0.088,0.1,48038.10624
1497072000,21.24,58.74,0.082,0.11,0.078,46984.05364
1497072600,21.28,58.27,0.081,0.077,0.196,46594.70683
1497073200,21.36,57.94,0.085,0.095,0.211,46028.50133
1497073800,21.24,58.57,0.086,0.567,0.419,45640.7843
1497074400,21.25,58.64,0.079,1.7,1.316,44907.33583
1497075000,21.37,58.51,0.083,4.396,3.546,45071.61663
1497075600,21.44,58.94,0.084,9.22,7.59,44864.37599
1497076200,21.48,59.27,0.084,19.26,16.02,45017.8865
1497076800,21.45,60.37,0.086,37.5,31.74,45578.90799
1497077400,21.4,62.04,0.084,58.61,47.24,45678.83015
1497078000,21.38,62.71,0.079,79.8,65.31,45687.34928
1497078600,21.45,62.74,0.079,84,68.47,45921.62498
1497079200,21.52,62.47,0.081,104.4,87.3,46184.9185
1497079800,21.57,61.67,0.086,117.8,97.3,46356.01312
1497080400,21.68,63.44,0.08,117.7,97.8,46851.98429
1497081000,21.6,64.74,0.079,121.6,100.1,47341.81988
1497081600,21.62,64.91,0.08,219.9,186.3,48581.83605
1497082200,21.81,64.58,0.081,347.2,303,49449.52756
1497082800,21.9,63.71,0.081,403.3,351,49738.35551
1497083400,21.98,62.54,0.083,286.7,250.5,50666.09299
1497084000,22.09,62.81,0.088,344.2,298.2,51392.98235
1497084600,22.5,61.67,0.085,521.5,479.8,52362.03646
1497085200,22.53,60.04,0.087,536,495.4,53384.35967
1497085800,22.55,59.94,0.088,585.4,525.4,54740.91411
1497086400,22.66,60.07,0.085,568.3,504.4,55201.21204
1497087000,22.54,60.31,0.081,547.6,497.4,56072.29583
1497087600,22.21,61.84,0.08,643.7,588.9,56795.22898
1497088200,22.4,62.17,0.083,732,657.5,57616.58915
1497088800,22.13,64.58,0.082,751,662.3,59413.76556
1497089400,21.99,64.21,0.083,697.7,585.3,60557.19058
1497090000,22,64.41,0.081,850,668.2,61429.10303
1497090600,22.28,63.91,0.082,825,520.7,61724.66
1497091200,22.12,64.18,0.082,796,436.7,62353.97027
1497091800,22.05,64.68,0.081,625,362.4,63130.10088
1497092400,22.21,63.32,0.08,833,384.5,64204.12221
1497093000,22.57,62.08,0.083,484.3,324.5,64933.76582
1497093600,22.47,62.75,0.084,449.3,311.8,66128.12261
1497094200,22.38,63.95,0.082,481,296.7,66777.78979
1497094800,22.39,62.05,0.081,474.8,298.5,67810.9645
1497095400,22.32,62.05,0.083,317.6,239.3,68897.071
1497096000,22.18,62.86,0.081,254.2,204.7,69392.21044
1497096600,22.13,62.55,0.083,306.1,216,69534.2101
1497097200,21.96,62.86,0.083,249.1,196,70324.85016
1497097800,22.04,62.89,0.082,335,245.1,70822.10283
1497098400,21.98,61.86,0.082,326.2,255.6,71183.95136
1497099000,22.06,61.23,0.079,369.4,283.1,71898.76594
1497099600,22.15,60.33,0.085,421.1,304.9,72498.39631
1497100200,22.3,60.19,0.081,334.3,265.2,72112.22566
1497100800,22.03,62.03,0.081,413.6,284,72159.01884
1497101400,21.96,61.79,0.085,482,310.2,72472.73282
1497102000,22.19,61.19,0.08,821,265.2,72730.06883
1497102600,22.79,59.03,0.081,960,224,72697.92136
1497103200,22.66,58.93,0.082,443.3,253.5,72244.3921
1497103800,22.57,59.86,0.08,453.4,238,71924.38058
1497104400,22.16,63.43,0.076,561.5,231.6,72109.60054
1497105000,21.96,63.76,0.079,835,228.8,72769.35565
1497105600,21.57,62.76,0.084,372.6,241.5,72678.43885
1497106200,21.55,63.3,0.08,583.8,262.2,73078.18874
1497106800,21.89,62.43,0.081,421.9,222.3,73077.98711
1497107400,21.87,61.23,0.08,245,185.2,72887.90517
1497108000,22.06,60.53,0.082,242.7,162.3,73074.61209
1497108600,22.22,59.36,0.083,223.2,148.6,72769.29578
1497109200,22.25,58.75,0.08,214.5,161.8,73502.60553
1497109800,22.33,58.26,0.081,207.1,162.2,73582.92476
1497110400,22.52,56.05,0.08,233.3,180.8,74007.38939
1497111000,22.61,54.98,0.084,307,208.6,73822.9533
1497111600,22.74,54.12,0.082,212,164.1,73693.17368
1497112200,22.7,55.02,0.083,158.7,126,73601.54768
1497112800,22.65,54.78,0.085,238.6,129,74313.0715
1497113400,22.75,53.88,0.083,542.2,109.3,74865.51911
1497114000,22.96,52.88,0.082,573.1,133.9,75407.06156
1497114600,22.93,53.41,0.081,459.9,215.8,76227.78371
1497115200,22.82,53.78,0.079,489.5,376.7,76677.88731
1497115800,22.8,54.61,0.08,343.3,313.2,77069.21411
1497116400,22.72,54.98,0.08,195.8,160.9,77729.6784
1497117000,22.73,55.55,0.078,365.8,340.7,78317.82687
1497117600,22.8,55.78,0.078,269.1,243.9,79066.2655
1497118200,22.71,56.11,0.082,231.4,226.6,80529.63529
1497118800,22.45,57.48,0.077,75.6,62.58,81847.07606
1497119400,22.23,58.02,0.083,72.7,62.86,84266.28484
1497120000,22.06,58.45,0.085,78,65.81,86851.23489
1497120600,21.83,58.72,0.077,76.2,64.04,89339.71249
1497121200,21.86,58.78,0.078,117,108.3,91670.02409
1497121800,21.9,58.42,0.082,70.5,63.54,95773.28768
1497122400,21.84,58.72,0.079,42.58,36.71,99586.22651
1497123000,21.8,59.02,0.077,31.69,26.9,100407.4838
1497123600,21.7,59.42,0.081,23.17,19.27,97137.53405
1497124200,21.59,59.88,0.082,19.94,16.63,95668.97612
1497124800,21.49,59.88,0.081,21.16,19.17,97300.45231
1497125400,21.41,59.35,0.079,16.41,15.34,98154.40589
1497126000,21.41,58.92,0.08,8.48,7.48,98719.33235
1497126600,21.34,59.95,0.084,4.188,3.569,98794.94032
1497127200,21.15,60.31,0.084,1.383,1.186,99706.81706
1497127800,21.02,60.32,0.079,0.326,0.322,99133.4905
1497128400,20.83,61.42,0.078,0.102,0.104,98374.59023
1497129000,20.57,62.58,0.079,0.084,0.107,98137.16763
1497129600,20.44,62.82,0.075,0.077,0.107,97474.46866
1497130200,20.47,62.82,0.078,0.073,0.067,96631.2919
1497130800,20.37,63.25,0.078,0.051,0.104,95986.11298
1497131400,20.26,64.09,0.081,0.062,0.096,95103.11123
1497132000,20.11,64.62,0.076,0.073,0.111,95132.14108
1497132600,20.08,64.79,0.077,0.077,0.074,95490.37985
1497133200,20.03,65.25,0.077,0.059,0.111,95443.93799
1497133800,19.91,65.52,0.078,0.051,0.119,95322.38884
1497134400,20,65.28,0.082,0.059,0.1,94831.16778
1497135000,20.11,63.72,0.08,0.073,0.119,93539.52023
1497135600,20.07,63.82,0.082,0.062,0.082,92228.15239
1497136200,20.01,64.49,0.08,0.04,0.078,91226.70953
1497136800,19.81,65.15,0.08,0.062,0.119,90344.81964
1497137400,19.75,65.19,0.08,0.044,0.119,89498.80601
1497138000,19.68,65.52,0.079,0.044,0.133,89226.06256
1497138600,19.6,65.95,0.079,0.037,0.111,88648.23023
1497139200,19.39,66.76,0.076,0.051,0.1,87866.48548
1497139800,19.24,66.92,0.078,0.04,0.156,87407.67207
1497140400,19.35,66.59,0.08,0.059,0.141,86511.16821
1497141000,19.49,65.52,0.077,0.051,0.13,85607.08283
1497141600,19.64,64.25,0.08,0.077,0.078,84453.36993
1497142200,19.67,63.85,0.081,0.044,0.119,83441.38827
1497142800,19.72,64.72,0.08,0.037,0.167,83637.34209
1497143400,19.75,64.79,0.081,0.066,0.089,82801.67902
1497144000,19.82,63.55,0.078,0.055,0.141,83391.91691
1497144600,19.93,62.28,0.082,0.08,0.07,84223.79647
1497145200,19.96,62.85,0.079,0.044,0.096,85808.71542
1497145800,19.86,65.69,0.079,0.048,0.1,87168.46215
1497146400,19.71,65.85,0.08,0.051,0.115,88614.73345
1497147000,19.69,64.62,0.079,0.044,0.182,89119.06753
1497147600,19.76,65.59,0.08,0.062,0.107,88144.11286
1497148200,19.57,65.99,0.081,0.073,0.085,86042.69617
1497148800,19.7,66.02,0.078,0.066,0.104,83847.60702
1497149400,20.34,60.65,0.08,0.059,0.122,82679.50309
1497150000,20.45,59.08,0.074,0.048,0.145,80415.10522
1497150600,20.35,59.75,0.079,0.08,0.104,77603.9964
1497151200,20.32,59.75,0.08,0.069,0.096,73277.51547
1497151800,20.28,60.05,0.083,0.048,0.082,70239.31604
1497152400,20.25,60.12,0.083,0.059,0.111,67326.06763
1497153000,20.09,63.02,0.082,0.059,0.122,64808.03756
1497153600,19.67,64.45,0.08,0.069,0.074,62537.69724
1497154200,19.52,65.02,0.079,0.051,0.122,61479.16979
1497154800,19.39,65.45,0.08,0.069,0.085,60132.9246
1497155400,19.24,67.09,0.082,0.048,0.119,57760.37899
1497156000,19.3,67.06,0.081,0.059,0.1,54678.44683
1497156600,18.98,67.89,0.08,0.051,0.189,51123.2145
1497157200,18.82,68.59,0.077,0.029,0.167,47414.95017
1497157800,18.88,68.52,0.078,0.055,0.156,46190.1767
1497158400,18.9,67.09,0.08,0.066,0.122,45035.26871
1497159000,18.84,67.12,0.078,0.044,0.133,44346.55598
1497159600,18.91,66.29,0.079,0.256,0.241,43780.21969
1497160200,19.02,65.82,0.078,1.386,1.179,43471.79674
1497160800,18.93,66.09,0.079,4.225,3.614,42999.0049
1497161400,18.91,66.19,0.078,11.34,9.82,42905.23336
1497162000,19.12,65.52,0.077,29.83,18.76,42855.77053
1497162600,19.2,65.09,0.075,53.89,34.45,42706.29194
1497163200,19.6,63.99,0.078,76.5,67.49,42718.55327
1497163800,19.96,61.12,0.078,48.29,43.56,43276.53181
1497164400,19.95,60.65,0.081,104.6,97.5,43645.479
1497165000,20.16,60.35,0.083,169,159.8,43151.50916
1497165600,20.3,59.69,0.079,198,189.8,43506.62729
1497166200,20.47,59.15,0.078,238.2,228.5,43626.82377
1497166800,20.64,58.55,0.082,271.7,263.1,43768.1118
1497167400,20.83,57.15,0.078,301.2,293.3,43818.98859
1497168000,20.92,55.85,0.08,331.5,324.6,44080.60389
1497168600,21.19,54.98,0.08,364.3,358.8,44461.70846
1497169200,21.49,53.95,0.08,398.1,393.7,44891.76971
1497169800,21.64,53.42,0.081,431,427.5,45653.89018
1497170400,21.89,52.65,0.08,466.3,462.3,45932.72927
1497171000,22.17,51.68,0.079,456.3,452.1,46764.65807
1497171600,22.37,50.95,0.081,536.7,531.3,47289.4977
1497172200,22.46,50.12,0.083,567,563.2,48389.05999
1497172800,22.76,49.22,0.079,601.8,599.2,49132.25987
1497173400,22.64,47.25,0.083,633,628.8,50331.60838
1497174000,22.73,46.75,0.081,641.9,647.3,51176.86114
1497174600,22.98,46.38,0.084,684.4,690.5,51738.05332
1497175200,23.17,46.11,0.08,699.8,700,52674.95343
1497175800,23.39,45.21,0.084,733,721,53961.83441
1497176400,23.89,44.74,0.078,739,628.1,54959.48419
1497177000,23.61,44.18,0.082,761,394.9,55346.23461
1497177600,23.95,43.98,0.085,791,183.3,56163.10513
1497178200,24.08,42.54,0.084,802,105.9,57040.28072
1497178800,24.18,42.48,0.081,848,138.7,57716.08207
1497179400,24.57,42.91,0.08,729,203.4,58317.28228
1497180000,24.03,45.35,0.081,637.2,192.3,59162.96105
1497180600,24.06,44.91,0.081,537.8,240.6,60210.34648
1497181200,24.16,45.01,0.077,504.4,307.1,61261.98378
1497181800,23.99,44.14,0.079,275.8,223.7,61703.19314
1497182400,23.89,44.18,0.081,307.2,248.2,62404.82412
1497183000,23.99,45.45,0.08,649.7,247.2,63071.96596
1497183600,24.26,44.91,0.081,366.6,269.2,63497.48423
1497184200,23.86,46.45,0.08,706,286.8,63998.00142
1497184800,24.33,47.21,0.082,744,206.9,64839.03021
1497185400,24.11,44.28,0.08,562.3,258.2,65418.56351
1497186000,24.72,42.94,0.079,917,231.2,66014.90908
1497186600,24.88,41.61,0.079,422.9,270.9,66679.51169
1497187200,24.33,43.98,0.082,732,264.2,66540.27972
1497187800,24.28,45.85,0.08,740,284.8,66845.49345
1497188400,24.17,48.15,0.079,693.9,284.4,67158.82275
1497189000,24.31,48.05,0.078,909,194.2,67303.10936
1497189600,24.78,45.91,0.081,488,158.9,67723.40474
1497190200,24.22,46.84,0.08,288.4,228.4,68087.50137
1497190800,24.23,47.04,0.081,428.1,277.4,68284.62481
1497191400,24.19,47.98,0.08,199.5,167.3,68368.2712
1497192000,23.99,48.18,0.08,554.2,204.8,68612.14347
1497192600,24.25,47.58,0.078,335,174,68733.93801
1497193200,23.91,48.01,0.078,223.1,179.7,68342.90887
1497193800,23.79,48.64,0.081,165.1,138.3,68794.52351
1497194400,23.83,48.81,0.08,212.3,174.1,69197.92693
1497195000,23.99,48.44,0.081,410.4,249,69578.60127
1497195600,24.13,48.21,0.078,307.1,199.4,70175.00869
1497196200,24.19,48.81,0.08,449.8,193.6,70026.55142
